deputy_id;name;party;ideologia_score_partido;ideologia_faixa_partido;campo_ideologico_partido;ideal_point_dim1;ideal_point_dim2;score_comportamental_0_10;score_calibrado_0_10;score_bancada_0_10;desvio_partido;direcao_desvio_partido;desvio_bancada;direcao_desvio_bancada;qtd_votos_validos;qtd_votacoes_usadas;confianca;confianca_faixa;score_comportamental_z
74537;Claudio Cajado;PP;8.153;Direita;direita;-0.3402;0.5373;3.299;6.328;4.218;-1.825;mais a esquerda;-0.919;mais a esquerda;835;835;0.9485;alta;-0.21
235800;Jorge Araújo;PP;8.153;Direita;direita;-0.3367;0.1965;3.316;6.34;4.218;-1.813;mais a esquerda;-0.902;mais a esquerda;24;24;1.0;alta;-0.202
220692;Dal Barreto;UNIAO;8.485;Direita;direita;-0.3358;0.4878;3.321;6.344;4.15;-2.141;mais a esquerda;-0.829;mais a esquerda;752;752;0.9521;alta;-0.2
220617;Murillo Gouvea;UNIAO;8.485;Direita;direita;-0.3353;0.3813;3.324;6.346;4.15;-2.139;mais a esquerda;-0.827;mais a esquerda;881;881;0.9432;alta;-0.199
220543;Ricardo Ayres;REPUBLICANOS;8.333;Direita;direita;-0.3353;0.5616;3.324;6.346;3.731;-1.987;mais a esquerda;-0.407;alinhado;1130;1130;0.9478;alta;-0.199
74095;Pauderney Avelino;UNIAO;8.485;Direita;direita;-0.333;0.1039;3.335;6.354;4.15;-2.131;mais a esquerda;-0.815;mais a esquerda;473;473;0.9133;alta;-0.194
204457;Juninho do Pneu;UNIAO;8.485;Direita;direita;-0.3331;0.4511;3.335;6.354;4.15;-2.131;mais a esquerda;-0.816;mais a esquerda;872;872;0.953;alta;-0.194
220658;Luiz Gastão;PSD;6.937;Centro-direita;direita;-0.332;0.2449;3.34;6.358;3.377;-0.579;mais a esquerda;-0.037;alinhado;782;782;0.9284;alta;-0.192
228797;Júlio Oliveira;PP;8.153;Direita;direita;-0.3315;0.9435;3.342;6.36;4.218;-1.793;mais a esquerda;-0.876;mais a esquerda;71;71;0.9859;alta;-0.191
220531;Gilvan Maximo;REPUBLICANOS;8.333;Direita;direita;-0.3315;0.9435;3.343;6.36;3.731;-1.973;mais a esquerda;-0.388;alinhado;563;563;0.9609;alta;-0.191
210989;Bruno Farias;REPUBLICANOS;8.333;Direita;direita;-0.3312;0.375;3.344;6.361;3.731;-1.972;mais a esquerda;-0.387;alinhado;771;771;0.9403;alta;-0.19
129618;Gorete Pereira;MDB;6.499;Centro-direita;direita;-0.3309;0.7332;3.346;6.363;3.721;-0.136;alinhado;-0.375;alinhado;25;25;0.88;alta;-0.189
175765;Ribamar Silva;PSD;6.937;Centro-direita;direita;-0.3308;-0.0655;3.346;6.363;3.377;-0.574;mais a esquerda;-0.031;alinhado;386;386;0.8731;alta;-0.189
220567;Jeferson Rodrigues;REPUBLICANOS;8.333;Direita;direita;-0.3307;0.9437;3.347;6.363;3.731;-1.97;mais a esquerda;-0.384;alinhado;717;717;0.9665;alta;-0.189
178895;Misael Varella;PSD;6.937;Centro-direita;direita;-0.3305;0.0387;3.348;6.364;3.377;-0.573;mais a esquerda;-0.029;alinhado;749;749;0.8959;alta;-0.188
160674;Hugo Motta;REPUBLICANOS;8.333;Direita;direita;-0.3289;0.9444;3.355;6.37;3.731;-1.963;mais a esquerda;-0.375;alinhado;308;308;0.9805;alta;-0.185
220538;Albuquerque;REPUBLICANOS;8.333;Direita;direita;-0.329;0.941;3.355;6.37;3.731;-1.963;mais a esquerda;-0.376;alinhado;829;829;0.9686;alta;-0.185
204353;Aline Gurgel;UNIAO;8.485;Direita;direita;-0.3282;0.8166;3.359;6.373;4.15;-2.112;mais a esquerda;-0.791;mais a esquerda;99;99;0.9899;alta;-0.184
66828;Fausto Pinato;PP;8.153;Direita;direita;-0.3279;0.3933;3.361;6.374;4.218;-1.779;mais a esquerda;-0.857;mais a esquerda;788;788;0.915;alta;-0.183
204379;Acácio Favacho;MDB;6.499;Centro-direita;direita;-0.3275;0.4017;3.363;6.375;3.721;-0.124;alinhado;-0.358;alinhado;750;750;0.9173;alta;-0.182
73788;Ricardo Barros;PP;8.153;Direita;direita;-0.3261;0.6463;3.37;6.381;4.218;-1.772;mais a esquerda;-0.848;mais a esquerda;313;313;0.9681;alta;-0.179
220712;Fausto Jr.;UNIAO;8.485;Direita;direita;-0.326;0.5249;3.37;6.381;4.15;-2.104;mais a esquerda;-0.78;mais a esquerda;684;684;0.943;alta;-0.179
74550;João Leão;PP;8.153;Direita;direita;-0.3227;0.4684;3.386;6.393;4.218;-1.76;mais a esquerda;-0.832;mais a esquerda;750;750;0.9413;alta;-0.172
141459;João Maia;PP;8.153;Direita;direita;-0.3198;0.4432;3.401;6.404;4.218;-1.749;mais a esquerda;-0.817;mais a esquerda;806;806;0.938;alta;-0.165
204450;Doutor Luizinho;PP;8.153;Direita;direita;-0.3194;0.6021;3.403;6.406;4.218;-1.747;mais a esquerda;-0.815;mais a esquerda;257;257;0.9728;alta;-0.164
66385;Julio Arcoverde;PP;8.153;Direita;direita;-0.3191;0.665;3.404;6.407;4.218;-1.746;mais a esquerda;-0.814;mais a esquerda;692;692;0.9422;alta;-0.164
220540;Duda Ramos;MDB;6.499;Centro-direita;direita;-0.3187;0.1917;3.406;6.408;3.721;-0.091;alinhado;-0.314;alinhado;644;644;0.882;alta;-0.163
74554;José Rocha;UNIAO;8.485;Direita;direita;-0.3184;0.3146;3.408;6.409;4.15;-2.076;mais a esquerda;-0.742;mais a esquerda;761;761;0.9435;alta;-0.162
204560;Adolfo Viana;PSDB;6.759;Centro-direita;direita;-0.3175;0.3327;3.412;6.413;3.813;-0.346;alinhado;-0.401;alinhado;578;578;0.9343;alta;-0.16
150418;Márcio Marinho;REPUBLICANOS;8.333;Direita;direita;-0.3175;0.9483;3.413;6.413;3.731;-1.92;mais a esquerda;-0.318;alinhado;812;812;0.9606;alta;-0.16
74356;Silas Câmara;REPUBLICANOS;8.333;Direita;direita;-0.3153;0.9121;3.423;6.421;3.731;-1.912;mais a esquerda;-0.307;alinhado;574;574;0.9443;alta;-0.156
228616;Dr. Remy Soares;PP;8.153;Direita;direita;-0.3152;0.745;3.424;6.421;4.218;-1.732;mais a esquerda;-0.794;mais a esquerda;58;58;0.931;alta;-0.155
204491;Gilberto Abramo;REPUBLICANOS;8.333;Direita;direita;-0.3143;0.9493;3.429;6.425;3.731;-1.908;mais a esquerda;-0.302;alinhado;743;743;0.9583;alta;-0.153
160588;Diego Andrade;PSD;6.937;Centro-direita;direita;-0.3101;0.3151;3.449;6.44;3.377;-0.497;alinhado;0.072;alinhado;579;579;0.9067;alta;-0.144
73778;Luiz Carlos Hauly;PODE;7.437;Direita;direita;-0.3101;-0.1015;3.45;6.441;3.749;-0.996;mais a esquerda;-0.299;alinhado;700;700;0.8729;alta;-0.144
204474;Juarez Costa;REPUBLICANOS;8.333;Direita;direita;-0.3082;0.4013;3.459;6.448;3.731;-1.885;mais a esquerda;-0.272;alinhado;722;722;0.9086;alta;-0.14
204506;Marcos Pereira;REPUBLICANOS;8.333;Direita;direita;-0.3076;0.9515;3.462;6.45;3.731;-1.883;mais a esquerda;-0.269;alinhado;564;564;0.9468;alta;-0.139
178854;Elmar Nascimento;UNIAO;8.485;Direita;direita;-0.3067;0.5146;3.466;6.453;4.15;-2.032;mais a esquerda;-0.684;mais a esquerda;296;296;0.9493;alta;-0.137
178945;Rosangela Gomes;REPUBLICANOS;8.333;Direita;direita;-0.3058;0.9037;3.471;6.457;3.731;-1.876;mais a esquerda;-0.26;alinhado;76;76;0.9605;alta;-0.135
109429;Benes Leocádio;UNIAO;8.485;Direita;direita;-0.3048;0.2683;3.476;6.46;4.15;-2.025;mais a esquerda;-0.674;mais a esquerda;972;972;0.9486;alta;-0.133
138286;Luciano Alves;PSD;6.937;Centro-direita;direita;-0.3044;0.0598;3.478;6.462;3.377;-0.475;alinhado;0.101;alinhado;639;639;0.8779;alta;-0.132
227324;Henrique Júnior;PL;8.796;Extrema direita;direita;-0.303;0.0439;3.485;6.467;7.079;-2.329;mais a esquerda;-3.594;mais a esquerda;80;80;0.95;alta;-0.129
204356;Amaro Neto;PP;8.153;Direita;direita;-0.3008;0.8421;3.496;6.475;4.218;-1.678;mais a esquerda;-0.722;mais a esquerda;945;945;0.9534;alta;-0.124
204482;Euclydes Pettersen;REPUBLICANOS;8.333;Direita;direita;-0.3004;0.2995;3.498;6.477;3.731;-1.856;mais a esquerda;-0.233;alinhado;450;450;0.9289;alta;-0.123
204504;Cezinha de Madureira;PL;8.796;Extrema direita;direita;-0.3002;0.5998;3.499;6.478;7.079;-2.318;mais a esquerda;-3.58;mais a esquerda;867;867;0.9273;alta;-0.123
208297;Katia Dias;REPUBLICANOS;8.333;Direita;direita;-0.3;0.3381;3.5;6.479;3.731;-1.854;mais a esquerda;-0.231;alinhado;106;106;0.9057;alta;-0.122
205550;Jorge Braz;REPUBLICANOS;8.333;Direita;direita;-0.2996;0.9541;3.502;6.48;3.731;-1.853;mais a esquerda;-0.229;alinhado;920;920;0.9576;alta;-0.121
103758;Luciano Azevedo;PSD;6.937;Centro-direita;direita;-0.2986;-0.1247;3.507;6.484;3.377;-0.453;alinhado;0.13;alinhado;335;335;0.8567;alta;-0.119
204372;Julio Cesar Ribeiro;REPUBLICANOS;8.333;Direita;direita;-0.2978;0.9546;3.511;6.487;3.731;-1.846;mais a esquerda;-0.22;alinhado;682;682;0.9531;alta;-0.117
220672;Henderson Pinto;MDB;6.499;Centro-direita;direita;-0.2973;0.394;3.514;6.489;3.721;-0.01;alinhado;-0.207;alinhado;789;789;0.9316;alta;-0.116
220544;Antonio Andrade;REPUBLICANOS;8.333;Direita;direita;-0.2972;0.7609;3.514;6.489;3.731;-1.844;mais a esquerda;-0.217;alinhado;934;934;0.9582;alta;-0.116
221329;Ricardo Abrão;PSDB;6.759;Centro-direita;direita;-0.2959;0.5681;3.52;6.494;3.813;-0.265;alinhado;-0.293;alinhado;443;443;0.9323;alta;-0.113
227433;Douglas Viegas;UNIAO;8.485;Direita;direita;-0.2952;-0.3251;3.524;6.497;4.15;-1.988;mais a esquerda;-0.626;mais a esquerda;581;581;0.809;media;-0.112
220656;Fernanda Pessoa;PSD;6.937;Centro-direita;direita;-0.2937;0.4117;3.532;6.502;3.377;-0.435;alinhado;0.154;alinhado;930;930;0.9312;alta;-0.109
178962;Carlos Gomes;REPUBLICANOS;8.333;Direita;direita;-0.2928;0.9562;3.536;6.505;3.731;-1.828;mais a esquerda;-0.195;alinhado;231;231;0.9437;alta;-0.107
220564;Yandra Moura;UNIAO;8.485;Direita;direita;-0.2926;0.2204;3.537;6.506;4.15;-1.979;mais a esquerda;-0.613;mais a esquerda;601;601;0.9334;alta;-0.106
220566;Lêda Borges;PSDB;6.759;Centro-direita;direita;-0.2926;0.0844;3.537;6.506;3.813;-0.253;alinhado;-0.276;alinhado;691;691;0.8958;alta;-0.106
74646;Aécio Neves;PSDB;6.759;Centro-direita;direita;-0.2922;-0.0604;3.539;6.508;3.813;-0.251;alinhado;-0.275;alinhado;507;507;0.856;alta;-0.105
141516;Paulo Abi-Ackel;PSDB;6.759;Centro-direita;direita;-0.292;0.1401;3.54;6.508;3.813;-0.251;alinhado;-0.274;alinhado;708;708;0.8969;alta;-0.105
204448;Luiz Antônio Corrêa;PP;8.153;Direita;direita;-0.2918;0.7011;3.541;6.509;4.218;-1.644;mais a esquerda;-0.677;mais a esquerda;268;268;0.9366;alta;-0.105
235869;João Carlos;REPUBLICANOS;8.333;Direita;direita;-0.2913;0.9566;3.543;6.511;3.731;-1.822;mais a esquerda;-0.188;alinhado;31;31;0.9355;alta;-0.103
73441;Celso Russomanno;REPUBLICANOS;8.333;Direita;direita;-0.2912;0.5733;3.544;6.511;3.731;-1.822;mais a esquerda;-0.187;alinhado;743;743;0.9246;alta;-0.103
220648;Marangoni;UNIAO;8.485;Direita;direita;-0.2902;0.1938;3.549;6.515;4.15;-1.97;mais a esquerda;-0.601;mais a esquerda;740;740;0.9162;alta;-0.101
178909;Hélio Leite;UNIAO;8.485;Direita;direita;-0.2896;0.0569;3.552;6.517;4.15;-1.968;mais a esquerda;-0.598;mais a esquerda;243;243;0.9012;alta;-0.1
100689;Hildo do Candango;REPUBLICANOS;8.333;Direita;direita;-0.2873;0.9578;3.564;6.526;3.731;-1.807;mais a esquerda;-0.167;alinhado;97;97;0.9794;alta;-0.095
160599;Dimas Fabiano;PP;8.153;Direita;direita;-0.2862;0.4731;3.569;6.53;4.218;-1.623;mais a esquerda;-0.649;mais a esquerda;829;829;0.9276;alta;-0.092
178992;Vitor Lippi;PSD;6.937;Centro-direita;direita;-0.2856;-0.1487;3.572;6.533;3.377;-0.404;alinhado;0.195;alinhado;793;793;0.855;alta;-0.091
220599;Marcelo Crivella;REPUBLICANOS;8.333;Direita;direita;-0.285;0.9229;3.575;6.535;3.731;-1.798;mais a esquerda;-0.156;alinhado;921;921;0.9175;alta;-0.09
222429;Luis Carlos Gomes;REPUBLICANOS;8.333;Direita;direita;-0.2838;0.9589;3.581;6.539;3.731;-1.794;mais a esquerda;-0.15;alinhado;820;820;0.9463;alta;-0.087
234388;Fabiano Cazeca;PRD;8.161;Direita;direita;-0.2828;-0.2883;3.586;6.543;4.658;-1.618;mais a esquerda;-1.072;mais a esquerda;59;59;0.8305;media;-0.085
220642;Delegado Bruno Lima;PODE;7.437;Direita;direita;-0.2828;-0.1374;3.586;6.543;3.749;-0.894;mais a esquerda;-0.163;alinhado;566;566;0.8304;media;-0.085
160541;Arthur Lira;PP;8.153;Direita;direita;-0.2824;0.9057;3.588;6.545;4.218;-1.608;mais a esquerda;-0.63;mais a esquerda;94;94;0.9894;alta;-0.084
220715;Amom Mandel;CIDADANIA;6.17;Centro-direita;direita;-0.2805;-0.5979;3.597;6.552;4.672;0.382;alinhado;-1.074;mais a esquerda;678;678;0.7743;media;-0.08
220600;Lebrão;UNIAO;8.485;Direita;direita;-0.2804;0.2495;3.598;6.552;4.15;-1.933;mais a esquerda;-0.552;mais a esquerda;495;495;0.9131;alta;-0.08
220683;Beto Richa;PSDB;6.759;Centro-direita;direita;-0.2795;0.0259;3.602;6.555;3.813;-0.204;alinhado;-0.211;alinhado;943;943;0.8897;alta;-0.078
204558;Marcelo Nilo;REPUBLICANOS;8.333;Direita;direita;-0.2784;0.4801;3.608;6.56;3.731;-1.773;mais a esquerda;-0.123;alinhado;31;31;1.0;alta;-0.075
92102;Leur Lomanto Júnior;UNIAO;8.485;Direita;direita;-0.2782;0.2509;3.609;6.56;4.15;-1.925;mais a esquerda;-0.541;mais a esquerda;713;713;0.9299;alta;-0.075
220534;Fred Linhares;REPUBLICANOS;8.333;Direita;direita;-0.2769;0.9019;3.615;6.565;3.731;-1.768;mais a esquerda;-0.115;alinhado;869;869;0.9494;alta;-0.072
204539;Hercílio Coelho Diniz;MDB;6.499;Centro-direita;direita;-0.2718;0.2762;3.641;6.584;3.721;0.085;alinhado;-0.08;alinhado;684;684;0.9211;alta;-0.061
220631;Samuel Viana;REPUBLICANOS;8.333;Direita;direita;-0.2706;0.682;3.647;6.589;3.731;-1.744;mais a esquerda;-0.084;alinhado;848;848;0.9351;alta;-0.058
178843;Marx Beltrão;PP;8.153;Direita;direita;-0.2698;0.2725;3.651;6.592;4.218;-1.561;mais a esquerda;-0.567;mais a esquerda;762;762;0.9134;alta;-0.057
162332;Luiz Nishimori;PSD;6.937;Centro-direita;direita;-0.2696;0.0342;3.652;6.593;3.377;-0.344;alinhado;0.275;alinhado;729;729;0.8985;alta;-0.056
137070;Vicentinho Júnior;PSDB;6.759;Centro-direita;direita;-0.269;0.3563;3.655;6.595;3.813;-0.164;alinhado;-0.158;alinhado;713;713;0.9187;alta;-0.055
204571;Alex Santana;REPUBLICANOS;8.333;Direita;direita;-0.2662;0.5016;3.669;6.605;3.731;-1.728;mais a esquerda;-0.062;alinhado;591;591;0.9086;alta;-0.049
204497;Júnior Ferrari;PSD;6.937;Centro-direita;direita;-0.2657;0.0735;3.672;6.607;3.377;-0.33;alinhado;0.294;alinhado;824;824;0.8847;alta;-0.048
179001;Márcio Biolchi;MDB;6.499;Centro-direita;direita;-0.2649;0.4674;3.676;6.61;3.721;0.111;alinhado;-0.045;alinhado;712;712;0.8975;alta;-0.046
178993;Carlos Henrique Gaguim;UNIAO;8.485;Direita;direita;-0.2648;0.2252;3.676;6.61;4.15;-1.875;mais a esquerda;-0.474;alinhado;877;877;0.9076;alta;-0.046
141485;Luiz Carlos Busato;UNIAO;8.485;Direita;direita;-0.2646;0.2563;3.677;6.612;4.15;-1.873;mais a esquerda;-0.473;alinhado;872;872;0.9117;alta;-0.045
204522;Marco Bertaiolli;PSD;6.937;Centro-direita;direita;-0.2631;0.596;3.684;6.617;3.377;-0.32;alinhado;0.307;alinhado;103;103;0.8835;alta;-0.042
219585;Marco Brasil;PP;8.153;Direita;direita;-0.2599;0.4069;3.701;6.629;4.218;-1.524;mais a esquerda;-0.518;mais a esquerda;461;461;0.9111;alta;-0.035
234406;Elmano Férrer;PP;8.153;Direita;direita;-0.2586;0.8654;3.707;6.634;4.218;-1.519;mais a esquerda;-0.511;mais a esquerda;70;70;0.9714;alta;-0.032
160600;Arthur Oliveira Maia;UNIAO;8.485;Direita;direita;-0.2577;0.405;3.712;6.637;4.15;-1.848;mais a esquerda;-0.439;alinhado;616;616;0.9286;alta;-0.03
62881;Danilo Forte;UNIAO;8.485;Direita;direita;-0.254;-0.1045;3.73;6.651;4.15;-1.834;mais a esquerda;-0.42;alinhado;709;709;0.8547;alta;-0.022
141391;Arnaldo Jardim;CIDADANIA;6.17;Centro-direita;direita;-0.2536;0.2261;3.732;6.653;4.672;0.483;alinhado;-0.94;mais a esquerda;679;679;0.8557;alta;-0.022
141555;Vinicius Carvalho;REPUBLICANOS;8.333;Direita;direita;-0.2504;0.9681;3.748;6.665;3.731;-1.668;mais a esquerda;0.017;alinhado;644;644;0.9099;alta;-0.015
235620;Ilacir Bicalho;REPUBLICANOS;8.333;Direita;direita;-0.2487;0.8101;3.756;6.671;3.731;-1.662;mais a esquerda;0.026;alinhado;34;34;0.8824;alta;-0.011
163321;Ronaldo Nogueira;REPUBLICANOS;8.333;Direita;direita;-0.2469;0.2263;3.765;6.678;3.731;-1.655;mais a esquerda;0.034;alinhado;617;617;0.8703;alta;-0.007
92776;Stefano Aguiar;PSD;6.937;Centro-direita;direita;-0.2469;0.157;3.765;6.678;3.377;-0.259;alinhado;0.388;alinhado;615;615;0.8764;alta;-0.007
178896;Newton Cardoso Jr;MDB;6.499;Centro-direita;direita;-0.2455;0.2753;3.773;6.683;3.721;0.184;alinhado;0.052;alinhado;464;464;0.8815;alta;-0.004
220647;Mauricio Neves;PP;8.153;Direita;direita;-0.2445;0.7217;3.778;6.687;4.218;-1.466;mais a esquerda;-0.44;alinhado;569;569;0.9033;alta;-0.002
220616;Luciano Vieira;PSDB;6.759;Centro-direita;direita;-0.2409;0.4251;3.795;6.7;3.813;-0.059;alinhado;-0.018;alinhado;753;753;0.8924;alta;0.006
154178;Milton Vieira;REPUBLICANOS;8.333;Direita;direita;-0.2406;0.9706;3.797;6.702;3.731;-1.631;mais a esquerda;0.066;alinhado;73;73;0.9315;alta;0.007
220624;Robinson Faria;PP;8.153;Direita;direita;-0.2396;0.3844;3.802;6.705;4.218;-1.448;mais a esquerda;-0.416;alinhado;1013;1013;0.9042;alta;0.009
220532;Rafael Prudente;MDB;6.499;Centro-direita;direita;-0.2395;0.571;3.803;6.706;3.721;0.207;alinhado;0.082;alinhado;726;726;0.9008;alta;0.009
178881;Aluisio Mendes;REPUBLICANOS;8.333;Direita;direita;-0.2393;0.7898;3.804;6.706;3.731;-1.627;mais a esquerda;0.073;alinhado;837;837;0.9259;alta;0.01
220698;Beto Preto;PSD;6.937;Centro-direita;direita;-0.2322;0.0053;3.839;6.733;3.377;-0.204;alinhado;0.462;alinhado;111;111;0.9099;alta;0.025
213274;Ricardo Silva;PSD;6.937;Centro-direita;direita;-0.2322;0.0381;3.839;6.733;3.377;-0.204;alinhado;0.462;alinhado;267;267;0.9064;alta;0.025
204540;Maria Rosas;REPUBLICANOS;8.333;Direita;direita;-0.2294;0.7913;3.853;6.744;3.731;-1.589;mais a esquerda;0.122;alinhado;890;890;0.9146;alta;0.031
74052;Bosco Costa;PL;8.796;Extrema direita;direita;-0.2262;0.171;3.869;6.755;7.079;-2.041;mais a esquerda;-3.21;mais a esquerda;64;64;0.8438;media;0.038
178860;Paulo Azi;UNIAO;8.485;Direita;direita;-0.2258;0.0742;3.871;6.757;4.15;-1.728;mais a esquerda;-0.279;alinhado;744;744;0.879;alta;0.039
220702;Geraldo Mendes;UNIAO;8.485;Direita;direita;-0.2248;0.306;3.876;6.761;4.15;-1.724;mais a esquerda;-0.274;alinhado;631;631;0.8875;alta;0.041
220603;Dani Cunha;PL;8.796;Extrema direita;direita;-0.2234;0.564;3.883;6.766;7.079;-2.03;mais a esquerda;-3.196;mais a esquerda;820;820;0.8878;alta;0.044
141518;Paulinho da Força;SOLIDARIEDADE;6.007;Centro-direita;direita;-0.2233;-0.0355;3.884;6.767;3.363;0.76;mais a direita;0.521;mais a direita;348;348;0.7816;media;0.045
230762;Pastor Claudio Mariano;UNIAO;8.485;Direita;direita;-0.2206;0.7481;3.897;6.777;4.15;-1.708;mais a esquerda;-0.253;alinhado;254;254;0.9213;alta;0.05
220650;Paulo Alexandre Barbosa;PSDB;6.759;Centro-direita;direita;-0.2199;-0.3219;3.901;6.779;3.813;0.02;alinhado;0.087;alinhado;860;860;0.8105;media;0.052
178876;Célio Silveira;MDB;6.499;Centro-direita;direita;-0.2183;0.137;3.908;6.785;3.721;0.286;alinhado;0.188;alinhado;667;667;0.8861;alta;0.055
115200;Raniery Paulino;REPUBLICANOS;8.333;Direita;direita;-0.2153;0.9765;3.923;6.796;3.731;-1.537;mais a esquerda;0.193;alinhado;60;60;0.95;alta;0.062
204419;Glaustin da Fokus;PODE;7.437;Direita;direita;-0.2113;0.0505;3.944;6.812;3.749;-0.625;mais a esquerda;0.195;alinhado;575;575;0.8226;media;0.071
220630;Pedro Aihara;PP;8.153;Direita;direita;-0.2056;-0.1894;3.972;6.833;4.218;-1.32;mais a esquerda;-0.246;alinhado;857;857;0.8261;media;0.083
178972;Alex Manente;CIDADANIA;6.17;Centro-direita;direita;-0.2051;0.0884;3.974;6.835;4.672;0.665;mais a direita;-0.697;mais a esquerda;427;427;0.8665;alta;0.084
204498;Olival Marques;MDB;6.499;Centro-direita;direita;-0.2049;0.6642;3.975;6.835;3.721;0.336;alinhado;0.255;alinhado;845;845;0.8521;alta;0.084
220685;Paulo Litro;PSD;6.937;Centro-direita;direita;-0.2038;0.1584;3.981;6.84;3.377;-0.097;alinhado;0.604;mais a direita;859;859;0.8766;alta;0.087
220560;Thiago de Joaldo;PP;8.153;Direita;direita;-0.201;0.1902;3.995;6.85;4.218;-1.303;mais a esquerda;-0.223;alinhado;745;745;0.8658;alta;0.093
215043;Josivaldo JP;PSD;6.937;Centro-direita;direita;-0.1979;0.1208;4.011;6.862;3.377;-0.075;alinhado;0.634;mais a direita;752;752;0.8843;alta;0.1
204476;Chiquinho Brazão;UNIAO;8.485;Direita;direita;-0.1932;0.3649;4.034;6.879;4.15;-1.606;mais a esquerda;-0.116;alinhado;168;168;0.8512;alta;0.11
204355;Da Vitoria;PP;8.153;Direita;direita;-0.1924;0.3973;4.038;6.883;4.218;-1.27;mais a esquerda;-0.18;alinhado;906;906;0.883;alta;0.112
141450;Hugo Leal;PSD;6.937;Centro-direita;direita;-0.185;0.0819;4.075;6.91;3.377;-0.027;alinhado;0.698;mais a direita;662;662;0.8187;media;0.128
160545;Alexandre Leite;UNIAO;8.485;Direita;direita;-0.1838;0.2995;4.081;6.915;4.15;-1.57;mais a esquerda;-0.069;alinhado;395;395;0.8506;alta;0.13
204524;Pinheirinho;PP;8.153;Direita;direita;-0.1807;0.5036;4.097;6.927;4.218;-1.226;mais a esquerda;-0.121;alinhado;375;375;0.9093;alta;0.137
220570;Dr. Ismael Alexandrino;PSD;6.937;Centro-direita;direita;-0.1795;0.1851;4.103;6.931;3.377;-0.006;alinhado;0.726;mais a direita;724;724;0.837;media;0.14
204512;Delegado Marcelo Freitas;UNIAO;8.485;Direita;direita;-0.1791;0.3763;4.104;6.932;4.15;-1.553;mais a esquerda;-0.046;alinhado;1075;1075;0.8893;alta;0.14
178933;Sergio Souza;MDB;6.499;Centro-direita;direita;-0.1791;0.4762;4.105;6.933;3.721;0.434;alinhado;0.384;alinhado;762;762;0.9029;alta;0.141
116379;Darci de Matos;PSD;6.937;Centro-direita;direita;-0.176;-0.066;4.12;6.944;3.377;0.007;alinhado;0.743;mais a direita;225;225;0.8756;alta;0.147
98057;Lafayette de Andrada;REPUBLICANOS;8.333;Direita;direita;-0.1734;0.5884;4.133;6.954;3.731;-1.379;mais a esquerda;0.402;alinhado;657;657;0.898;alta;0.153
220542;Alexandre Guimarães;MDB;6.499;Centro-direita;direita;-0.1717;0.4325;4.141;6.96;3.721;0.461;alinhado;0.421;alinhado;740;740;0.8622;alta;0.156
204358;Beto Pereira;PSDB;6.759;Centro-direita;direita;-0.1685;-0.0421;4.158;6.972;3.813;0.213;alinhado;0.344;alinhado;725;725;0.8497;media;0.164
226179;Gisela Simona;UNIAO;8.485;Direita;direita;-0.1674;-0.3601;4.163;6.977;4.15;-1.508;mais a esquerda;0.013;alinhado;1019;1019;0.8469;media;0.166
160621;Sandro Alex;PSD;6.937;Centro-direita;direita;-0.1638;-0.2475;4.181;6.99;3.377;0.053;alinhado;0.804;mais a direita;50;50;0.82;media;0.174
227800;Duarte Gonçalves Jr;REPUBLICANOS;8.333;Direita;direita;-0.1613;0.2401;4.194;6.999;3.731;-1.334;mais a esquerda;0.463;alinhado;65;65;0.8615;alta;0.179
204361;Carlos Chiodini;MDB;6.499;Centro-direita;direita;-0.1601;0.2689;4.199;7.004;3.721;0.505;mais a direita;0.479;alinhado;348;348;0.8736;alta;0.182
220625;Delegada Ione;AVANTE;6.473;Centro-direita;direita;-0.1555;0.0408;4.222;7.021;3.124;0.548;mais a direita;1.098;mais a direita;772;772;0.829;media;0.192
220684;Tião Medeiros;PP;8.153;Direita;direita;-0.1516;0.4755;4.242;7.036;4.218;-1.117;mais a esquerda;0.024;alinhado;732;732;0.8716;alta;0.2
220638;Antonio Carlos Rodrigues;PL;8.796;Extrema direita;direita;-0.1503;-0.333;4.248;7.041;7.079;-1.755;mais a esquerda;-2.83;mais a esquerda;884;884;0.6595;baixa;0.203
220572;Marussa Boldrin;MDB;6.499;Centro-direita;direita;-0.1491;0.4378;4.255;7.045;3.721;0.546;mais a direita;0.534;mais a direita;563;563;0.8774;alta;0.206
74270;Gilberto Nascimento;PODE;7.437;Direita;direita;-0.1389;0.106;4.305;7.083;3.749;-0.354;alinhado;0.557;mais a direita;268;268;0.8806;alta;0.228
220653;Fábio Teruel;MDB;6.499;Centro-direita;direita;-0.1243;-0.3234;4.379;7.138;3.721;0.639;mais a direita;0.658;mais a direita;881;881;0.6913;baixa;0.26
178943;Marcos Soares;PSDB;6.759;Centro-direita;direita;-0.1167;-0.199;4.417;7.167;3.813;0.408;alinhado;0.603;mais a direita;488;488;0.752;media;0.276
73768;Dilceu Sperafico;PP;8.153;Direita;direita;-0.1149;0.2675;4.425;7.173;4.218;-0.98;mais a esquerda;0.207;alinhado;942;942;0.8524;alta;0.28
225727;Flavinha;MDB;6.499;Centro-direita;direita;-0.1041;0.0672;4.48;7.214;3.721;0.715;mais a direita;0.759;mais a direita;103;103;0.7476;media;0.303
