"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2300307-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2300307-30";"2023-08-16";"2023-08-16T10:49:43";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"69177";"https://dadosabertos.camara.leg.br/api/v2/eventos/69177";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-05-26T17:40:14";"Parecer do Relator, Dep. Julio Lopes (PP-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação.";"2365730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2365730"
"2313803-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313803-33";"2023-08-16";"2023-08-16T10:49:44";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"69177";"https://dadosabertos.camara.leg.br/api/v2/eventos/69177";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-06-21T17:44:25";"Parecer do Relator, Dep. Chiquinho Brazão (UNIÃO-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação.";"2371071";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371071"
"2377519-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2377519-2";"2023-08-16";"2023-08-16T10:52:09";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"69194";"https://dadosabertos.camara.leg.br/api/v2/eventos/69194";"1";"0";"0";"0";"Aprovado com a subscrição do deputado Coronel Meira.";"";"";"";"Apresentação do REQ n. 112/2023 (Requerimento), pelo Deputado Tião Medeiros (PP/PR), que ""Propõe a apresentação, pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, de Projeto de Lei que “Inscreve o nome de Alysson Paolinelli no Livro dos Heróis e Heroínas da Pátria. ”"".";"0";""
"2305739-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2305739-28";"2023-08-16";"2023-08-16T10:58:49";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"69214";"https://dadosabertos.camara.leg.br/api/v2/eventos/69214";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-07-12T15:54:09";"Parecer da Relatora, Dep. Fernanda Pessoa (UNIÃO-CE), pela aprovação, com substitutivo.";"2373891";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2373891"
"2378832-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378832-2";"2023-08-16";"2023-08-16T11:03:28";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"69194";"https://dadosabertos.camara.leg.br/api/v2/eventos/69194";"1";"0";"0";"0";"Aprovado com subscrição dos deputados Coronel Meira e Coronel Assis; e com a inclusão da presidente da Embrapa.";"";"";"";"Apresentação do REQ n. 114/2023 (Requerimento de Audiência Pública), pelo Deputado Tião Medeiros (PP/PR), que ""Requer a realização de Audiência Pública para debater os desafios e as oportunidades da aviação agrícola no país, frente à legislação em vigor"".";"0";""
"2256847-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2256847-38";"2023-08-16";"2023-08-16T11:13:28";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"69214";"https://dadosabertos.camara.leg.br/api/v2/eventos/69214";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-08-08T13:04:05";"Parecer do Relator, Dep. Prof. Paulo Fernando (REPUBLIC-DF), pela aprovação, com substitutivo.";"2376198";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2376198"
"2375996-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2375996-3";"2023-08-16";"2023-08-16T11:14:00";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados: Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 280/2023 (Requerimento para envio de Requerimento de Informação pela Comissão), pelo Deputado Junio Amaral (PL/MG), que ""Requer informações ao Sr. Secretário-Geral da Presidência da República, Márcio Costa Macêdo, sobre o cumprimento de determinação do Tribunal de Contas da União envolvendo a devolução de bens pelos ex-presidentes Luiz Inácio Lula da Silva e Dilma Rousseff no âmbito do acervo público da presidência da República"".";"0";""
"2376173-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2376173-3";"2023-08-16";"2023-08-16T11:14:00";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputados Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 281/2023 (Requerimento para envio de Requerimento de Informação pela Comissão), pelo Deputado Nikolas Ferreira (PL/MG), que ""Solicita ao Exmo. Sr. Ministro de Estado do Desenvolvimento Agrário e Agricultura Familiar, Luiz Paulo Teixeira Ferreira, pedido de informações a respeito do repasse de R$ 200 mil à cooperativa do MST ligada a irmão de membro do governo"".";"0";""
"2379118-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379118-3";"2023-08-16";"2023-08-16T11:14:01";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 285/2023 (Requerimento para envio de Solicitação de Informação ao TCU pela Comissão), pelo Deputado Gustinho Ribeiro (REPUBLIC/SE), que ""Requer informações ao Tribunal de Contas da União para apuração de irregularidade no âmbito do INSS, entidades sindicais, associativas e instituições bancárias, com descontos indevidos nos proventos de aposentadoria de milhões de aposentados"".";"0";""
"2379136-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379136-3";"2023-08-16";"2023-08-16T11:14:01";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 286/2023 (Requerimento (Outros)), pelo Deputado André Fernandes (PL/CE), que ""Requer o aditamento do requerimento nº 65/2023"".";"0";""
"2379808-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379808-3";"2023-08-16";"2023-08-16T11:14:01";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 288/2023 (Requerimento (Outros)), pelo Deputado Eduardo Bolsonaro (PL/SP) e outros, que ""Requer a criação de uma Subcomissão Permanente de Acompanhamento, Fiscalização e Controle da Execução Orçamentária e Financeira do Programa de Aceleração do Crescimento - PAC	"".";"0";""
"2378969-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378969-4";"2023-08-16";"2023-08-16T11:15:16";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado com alterações. Transformado em convite. Subscrito pelos Deputados: Aureo Ribeiro e Rubens Pereira Junior.";"";"";"";"Apresentação do REQ n. 283/2023 (Requerimento de Convocação de Ministro de Estado na Comissão (art. 50, CF)), pelo Deputado Evair Vieira de Melo (PP/ES), que ""Solicita que seja convocado o Excelentíssimo Senhor Rui Costa, Ministro da Casa Civil, para que preste esclarecimentos sobre o Novo Programa de Aceleração do Crescimento (PAC)"".";"0";""
"2377554-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2377554-4";"2023-08-16";"2023-08-16T11:16:00";"2011";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"69271";"https://dadosabertos.camara.leg.br/api/v2/eventos/69271";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados: Aureo Ribeiro, Rubens Pereira Junior, Nikolas Ferreira, Daniel Trzeciak e Junio Amaral.";"";"";"";"Apresentação do REQ n. 282/2023 (Requerimento (Outros)), pelo Deputado Evair Vieira de Melo (PP/ES), que ""Solicita que seja convidado o Excelentíssimo Ministro dos Transportes, Renan Filho, para prestar esclarecimentos sobre a possibilidade de renegociação de contratos de concessão de infraestruturas públicas sem que seja necessário um novo processo licitatório"".";"0";""
"2378904-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378904-2";"2023-08-16";"2023-08-16T11:24:19";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Foram incluídos os seguintes convidados: Marcus Bicalho, Diretor da Associação Nacional das Empresas de Transportes Urbanos - NTU; Rodrigo Tortoriello, Vice-presidente da Federação das Empresas de Mobilidade - SEMOVE; e Representante do Instituto Brasileiro de Defesa do Consumidor - IDEC.";"";"";"";"Apresentação do REQ n. 22/2023 (Requerimento de Audiência Pública), pelos Deputados Castro Neto (PSD/PI) e Cezinha de Madureira PSD, que ""Solicita realização de Audiência Pública para discussão do PL nº 4.392/2021, que institui o Programa Nacional de Assistência à Mobilidade dos Idosos em Áreas Urbanas (PNAMI)"".";"0";""
"2378998-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378998-2";"2023-08-16";"2023-08-16T11:24:32";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Inclusão da concessionária Enel Brasil, que presta serviços de eletricidade, gás, água e esgoto em São Paulo.";"";"";"";"Apresentação do REQ n. 23/2023 (Requerimento (Outros)), pela Comissão de Desenvolvimento Urbano, que ""Solicita informações ao Senhor Ministro das Minas e Energia das ações e medidas adotadas pela Agência Nacional de Energia Elétrica (ANEEL) para garantir a qualidade, a eficiência e a continuidade do serviço público prestado pela concessionária Equatorial Energia – CEA,  no Estado do Amapá"".";"0";""
"2379000-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379000-2";"2023-08-16";"2023-08-16T11:24:40";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 24/2023 (Requerimento (Outros)), pela Comissão de Desenvolvimento Urbano, que ""Solicita informações ao Senhor Ministro da Integração e Desenvolvimento Regional  acerca das ações e medidas adotadas pela Agência Nacional de Águas e Saneamento Básico (ANA) para garantir a qualidade, a eficiência e a continuidade do serviço público prestado pela concessionária CSA - Equatorial,  no Estado do Amapá"".";"0";""
"2379126-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379126-2";"2023-08-16";"2023-08-16T11:24:55";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 25/2023 (Requerimento de Audiência Pública), pelo Deputado Acácio Favacho (MDB/AP), que ""Requer, nos termos do art. 32, inciso VII, alínea “a”, combinado com o art. 255 do Regimento Interno da Câmara dos Deputados adicionar convidados à audiência pública com o objetivo de debater os impactos do reajuste na tarifa, cortes repentinos, quedas e oscilações no fornecimento de energia elétrica para consumidores do Amapá"".";"0";""
"2378904-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378904-4";"2023-08-16";"2023-08-16T11:29:03";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"0";"";"1";"0";"0";"0";"Aprovado com a inclusão dos seguintes convidados: Marcus Bicalho, Diretor técnico da Associação Nacional das Empresas de Transportes Urbanos - NTU, Rodrigo Tortoriello, vice-presidente da Federação das Empresas de Mobilidade - SEMOVE e representante do Instituto Brasileiro de Defesa do Consumidor - IDEC.";"";"";"";"Apresentação do REQ n. 22/2023 (Requerimento de Audiência Pública), pelos Deputados Castro Neto (PSD/PI) e Cezinha de Madureira PSD, que ""Solicita realização de Audiência Pública para discussão do PL nº 4.392/2021, que institui o Programa Nacional de Assistência à Mobilidade dos Idosos em Áreas Urbanas (PNAMI)"".";"0";""
"2378904-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378904-5";"2023-08-16";"2023-08-16T11:29:11";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"0";"";"1";"0";"0";"0";"Aprovado com a inclusão dos seguintes convidados: Marcus Bicalho, Diretor técnico da Associação Nacional das Empresas de Transportes Urbanos - NTU, Rodrigo Tortoriello, vice-presidente da Federação das Empresas de Mobilidade - SEMOVE e representante do Instituto Brasileiro de Defesa do Consumidor - IDEC.";"";"";"";"Apresentação do REQ n. 22/2023 (Requerimento de Audiência Pública), pelos Deputados Castro Neto (PSD/PI) e Cezinha de Madureira PSD, que ""Solicita realização de Audiência Pública para discussão do PL nº 4.392/2021, que institui o Programa Nacional de Assistência à Mobilidade dos Idosos em Áreas Urbanas (PNAMI)"".";"0";""
"2378904-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378904-6";"2023-08-16";"2023-08-16T11:32:06";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 22/2023 (Requerimento de Audiência Pública), pelos Deputados Castro Neto (PSD/PI) e Cezinha de Madureira PSD, que ""Solicita realização de Audiência Pública para discussão do PL nº 4.392/2021, que institui o Programa Nacional de Assistência à Mobilidade dos Idosos em Áreas Urbanas (PNAMI)"".";"0";""
"2377116-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2377116-2";"2023-08-16";"2023-08-16T11:33:58";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"69191";"https://dadosabertos.camara.leg.br/api/v2/eventos/69191";"1";"0";"0";"0";"Aprovado, subscrito pelos Deputados Raimundo Santos e Gilvan Maximo.";"";"";"";"Apresentação do REQ n. 23/2023 (Requerimento para realização ou participação em Seminário, Visita Técnica ou outro Evento), pela Deputada Luisa Canziani (PSD/PR), que ""Requer a realização de seminário conjunto com as Comissões de Ciência, Tecnologia e Inovação, de Comunicação e de Educação, com o tema: “Conectividade universal e significativa: o poder do digital transformando o Brasil'"".";"0";""
"2379023-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379023-2";"2023-08-16";"2023-08-16T11:34:11";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"69191";"https://dadosabertos.camara.leg.br/api/v2/eventos/69191";"1";"0";"0";"0";"Aprovado, subscrito pelos Deputados Raimundo Santos e Gilvan Maximo.";"";"";"";"Apresentação do REQ n. 24/2023 (Requerimento de Audiência Pública), pela Deputada Ana Pimentel (PT/MG -Fdr PT-PCdoB-PV), que ""Em aditamento ao requerimento nº 15/2023, requer a inclusão de convidado para a audiência pública que irá debater o papel das Universidades e dos Institutos Federais na reconstrução de um projeto nacional de combate às desigualdades, no âmbito das comemorações de 4 anos da fundação do Observatório do Conhecimento. "".";"0";""
"2378998-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2378998-4";"2023-08-16";"2023-08-16T11:39:20";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"69251";"https://dadosabertos.camara.leg.br/api/v2/eventos/69251";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 23/2023 (Requerimento (Outros)), pela Comissão de Desenvolvimento Urbano, que ""Solicita informações ao Senhor Ministro das Minas e Energia das ações e medidas adotadas pela Agência Nacional de Energia Elétrica (ANEEL) para garantir a qualidade, a eficiência e a continuidade do serviço público prestado pela concessionária Equatorial Energia – CEA,  no Estado do Amapá"".";"0";""
"2305948-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2305948-28";"2023-08-16";"2023-08-16T11:47:55";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"69194";"https://dadosabertos.camara.leg.br/api/v2/eventos/69194";"1";"0";"0";"0";"Aprovado o Parecer com os votos contrários dos deputados Josias Gomes e Marcon.";"";"";"2023-05-24T16:44:39";"Parecer do Relator, Dep. Alexandre Guimarães (REPUBLIC-TO), pela aprovação, com substitutivo.";"2365087";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2365087"
"2331781-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2331781-36";"2023-08-16";"2023-08-16T12:07:11";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"69194";"https://dadosabertos.camara.leg.br/api/v2/eventos/69194";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-05-16T17:13:29";"Parecer do Relator, Dep. Giovani Cherini (PL-RS), pela aprovação deste, do PL 1976/2022, e do PL 1283/2023, apensados, com substitutivo.";"2362493";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2362493"
"2218309-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2218309-35";"2023-08-16";"2023-08-16T12:11:12";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"69191";"https://dadosabertos.camara.leg.br/api/v2/eventos/69191";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-07-31T13:41:41";"Parecer do Relator, Dep. Gilvan Maximo (REPUBLIC-DF), pela aprovação deste, do PL 3314/2020, e do PL 2508/2021, apensados, com substitutivo.";"2374583";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2374583"
"2313081-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313081-31";"2023-08-16";"2023-08-16T12:11:27";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"69191";"https://dadosabertos.camara.leg.br/api/v2/eventos/69191";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-06-21T16:29:34";"Parecer do Relator, Dep. Lucas Ramos (PSB-PE), pela aprovação, com emenda.";"2371029";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371029"
"2320339-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320339-39";"2023-08-16";"2023-08-16T12:13:05";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"69191";"https://dadosabertos.camara.leg.br/api/v2/eventos/69191";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-08-16T07:44:26";"Parecer do Relator, Dep. Cleber Verde (MDB-MA), pela aprovação, com substitutivo.";"2379738";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2379738"
"2376493-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2376493-4";"2023-08-16";"2023-08-16T11:14:16";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado com alteração: inclusão de convidado Felipe Freire (ANTT).";"";"";"";"Apresentação do REQ n. 92/2023 (Requerimento de Audiência Pública), pelo Deputado Guilherme Uchoa (PSB/PE), que ""Requer a realização de audiência pública, para debater a nova proposta de regulação do setor de Transporte Rodoviário Coletivo Interestadual de Passageiros (“TRIP”) apresentada pela Agencia Nacional de Transportes Terrestres (“ANTT”), que implica em fechamento de mercado"".";"2379028";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2379028"
"2379019-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379019-3";"2023-08-16";"2023-08-16T11:21:25";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado. Subscrito pelo deputado Neto Carletto.";"";"";"";"Apresentação do REQ n. 90/2023 (Requerimento de Audiência Pública), pelos Deputados Gabriel Nunes (PSD/BA) e Diego Coronel PSD, que ""Requer realização de audiência pública, a fim de discutir a situação da concessão rodoviária das BRs-116 e 324 no Estado da Bahia sob a gestão da Empresa Via Bahia Concessionária de Rodovias S.A"".";"0";""
"2379027-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379027-3";"2023-08-16";"2023-08-16T11:23:41";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 91/2023 (Requerimento), pelo Deputado Guilherme Uchoa (PSB/PE), que ""Requer, com fundamento no artigo 255 do Regimento Interno da Câmara dos Deputados, em complemento ao Requerimento nº 64/2023, aprovado nesta Comissão em 09 de agosto de 2023, a inclusão do nome da Advogada Ingrid Zanella Andrade Campos, Professora da Universidade Federal de Pernambuco e Vice-presidente da OAB-PE, na relação dos debatedores convidados para audiência pública que irá tratar do Projeto de Lei nº 1.584, de 2021, que “Dispõe sobre a reciclagem de embarcações”"".";"0";""
"2379028-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379028-3";"2023-08-16";"2023-08-16T11:26:39";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado com alteração: inclusão de convidado Associação Brasileira pelo Futuro da Mobilidade (AFMOB).";"";"";"";"Apresentação do REQ n. 92/2023 (Requerimento de Audiência Pública), pelo Deputado Guilherme Uchoa (PSB/PE), que ""Requer a realização de audiência pública, para debater a nova proposta de regulação do setor de Transporte Rodoviário Coletivo Interestadual de Passageiros (“TRIP”) apresentada pela Agencia Nacional de Transportes Terrestres (“ANTT”), que implica em fechamento de mercado"".";"0";""
"2221868-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2221868-27";"2023-08-16";"2023-08-16T11:28:26";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-08-09T16:51:50";"Parecer do Relator, Dep. Maurício Carvalho (UNIÃO-RO), pela aprovação.";"2377257";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2377257"
"2268809-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2268809-29";"2023-08-16";"2023-08-16T11:36:21";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-05-24T18:42:06";"Parecer da Relatora, Dep. Helena Lima (MDB-RR), pela aprovação, com substitutivo.";"2365129";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2365129"
"2293380-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2293380-30";"2023-08-16";"2023-08-16T11:38:50";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-08-04T09:01:17";"Parecer do Relator, Dep. Dr. Victor Linhalis (PODE-ES), pela aprovação.";"2375641";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2375641"
"2319348-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2319348-29";"2023-08-16";"2023-08-16T11:43:44";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-06-12T14:15:36";"Parecer do Relator, Dep. Bebeto (PP-RJ), pela aprovação, com substitutivo.";"2368417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2368417"
"2320496-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2320496-29";"2023-08-16";"2023-08-16T11:48:48";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-05-30T18:10:29";"Parecer do Relator, Dep. Alex Santana (REPUBLIC-BA), pela aprovação deste, e pela rejeição do PL 1399/2022, apensado.";"2366223";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2366223"
"2326053-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326053-29";"2023-08-16";"2023-08-16T11:52:30";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-05-31T15:59:09";"Parecer do Relator, Dep. Jonas Donizette (PSB-SP), pela aprovação, com substitutivo.";"2366651";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2366651"
"2334038-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2334038-35";"2023-08-16";"2023-08-16T11:56:43";"2016";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"69266";"https://dadosabertos.camara.leg.br/api/v2/eventos/69266";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-06-06T14:58:11";"Parecer do Relator, Dep. Jonas Donizette (PSB-SP), pela aprovação, com substitutivo.";"2367737";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2367737"
"2379817-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2379817-2";"2023-08-16";"2023-08-16T12:07:38";"2012";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME";"69178";"https://dadosabertos.camara.leg.br/api/v2/eventos/69178";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 131/2023 (Requerimento), pelo Deputado Odair Cunha (PT/MG -Fdr PT-PCdoB-PV), que ""Requeiro a Vossa Excelência, nos termos do art. 52, § 5º, do Regimento Interno, que seja convidado o Excelentíssimo Senhor Ministro das Minas e Energia, Alexandre Silveira e o Ilustríssimo Senhor Diretor Geral do Operador Nacional do Sistema Elétrico (ONS), Luiz Carlos Ciocchi, para explanar, nessa Comissão de Minas e Energia, sobre os motivos do apagão elétrico ocorrido no dia 15 de agosto do corrente, em 26 entes da Federação "".";"0";""
